Global warming,Public speaking,writing skills,Acting,Own business,Risk,Event maNot Applicablegement,Gaming,Robotics,Social,Photography,Sport,Suggestion
1,1,0,0,0,1,0,1,1,0,0,0,"IUCCS, IUGRS"
1,1,0,0,0,1,0,1,0,1,1,1,"IUCCS, IUCSR, IUPS, IUSS"
1,1,0,0,0,1,0,1,0,1,1,0,"IUCCS, IUCSR, IUPS"
1,1,0,0,0,1,0,1,0,1,0,1,"IUCCS, IUCSR, IUSS"
1,1,0,0,0,1,0,1,0,1,0,0,"IUCCS, IUCSR"
1,1,0,0,0,1,0,1,0,0,1,1,"IUCCS, IUPS, IUSS"
1,1,0,0,0,1,0,1,0,0,1,0,"IUCCS, IUPS"
1,1,0,0,0,1,0,1,0,0,0,1,"IUCCS, IUSS"
1,1,0,0,0,1,0,1,0,0,0,0,IUCCS
1,1,0,0,0,1,0,0,1,1,1,1,"IUCCS, IUCSR, IUPS, IUSS"
1,1,0,0,0,1,0,0,1,1,1,0,"IUCCS, IUCSR, IUPS"
1,1,0,0,0,1,0,0,1,1,0,1,"IUCCS, IUCSR, IUSS"
1,1,0,0,0,1,0,0,1,1,0,0,"IUCCS, IUCSR"
1,1,0,0,0,1,0,0,1,0,1,1,"IUCCS, IUPS, IUSS"
1,1,0,0,0,1,0,0,1,0,1,0,"IUCCS, IUPS"
1,1,0,0,0,1,0,0,1,0,0,1,"IUCCS, IUSS"
1,1,0,0,0,1,0,0,1,0,0,0,IUCCS
1,1,0,0,0,1,0,0,0,1,1,1,"IUCCS, IUCSR, IUPS, IUSS"
1,1,0,0,0,1,0,0,0,1,1,0,"IUCCS, IUCSR, IUPS"
1,1,0,0,0,1,0,0,0,1,0,1,"IUCCS, IUCSR, IUSS"
1,1,0,0,0,1,0,0,0,1,0,0,"IUCCS, IUCSR"
1,1,0,0,0,1,0,0,0,0,1,1,"IUCCS, IUPS, IUSS"
1,1,0,0,0,1,0,0,0,0,1,0,"IUCCS, IUPS"
1,1,0,0,0,1,0,0,0,0,0,1,"IUCCS, IUSS"
1,1,0,0,0,1,0,0,0,0,0,0,IUCCS
1,1,0,0,0,0,1,1,1,1,1,1,"IUCCS, IUEventSociety, IUGRS, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,1,1,1,1,1,0,"IUCCS, IUEventSociety, IUGRS, IUCSR, IUPS"
1,1,0,0,0,0,1,1,1,1,0,1,"IUCCS, IUEventSociety, IUGRS, IUCSR, IUSS"
1,1,0,0,0,0,1,1,1,1,0,0,"IUCCS, IUEventSociety, IUGRS, IUCSR"
1,1,0,0,0,0,1,1,1,0,1,1,"IUCCS, IUEventSociety, IUGRS, IUPS, IUSS"
1,1,0,0,0,0,1,1,1,0,1,0,"IUCCS, IUEventSociety, IUGRS, IUPS"
1,1,0,0,0,0,1,1,1,0,0,1,"IUCCS, IUEventSociety, IUGRS, IUSS"
1,1,0,0,0,0,1,1,1,0,0,0,"IUCCS, IUEventSociety, IUGRS"
1,1,0,0,0,0,1,1,0,1,1,1,"IUCCS, IUEventSociety, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,1,1,0,1,1,0,"IUCCS, IUEventSociety, IUCSR, IUPS"
1,1,0,0,0,0,1,1,0,1,0,1,"IUCCS, IUEventSociety, IUCSR, IUSS"
1,1,0,0,0,0,1,1,0,1,0,0,"IUCCS, IUEventSociety, IUCSR"
1,1,0,0,0,0,1,1,0,0,1,1,"IUCCS, IUEventSociety, IUPS, IUSS"
1,1,0,0,0,0,1,1,0,0,1,0,"IUCCS, IUEventSociety, IUPS"
1,1,0,0,0,0,1,1,0,0,0,1,"IUCCS, IUEventSociety, IUSS"
1,1,0,0,0,0,1,1,0,0,0,0,"IUCCS, IUEventSociety"
1,1,0,0,0,0,1,0,1,1,1,1,"IUCCS, IUEventSociety, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,1,0,1,1,1,0,"IUCCS, IUEventSociety, IUCSR, IUPS"
1,1,0,0,0,0,1,0,1,1,0,1,"IUCCS, IUEventSociety, IUCSR, IUSS"
1,1,0,0,0,0,1,0,1,1,0,0,"IUCCS, IUEventSociety, IUCSR"
1,1,0,0,0,0,1,0,1,0,1,1,"IUCCS, IUEventSociety, IUPS, IUSS"
1,1,0,0,0,0,1,0,1,0,1,0,"IUCCS, IUEventSociety, IUPS"
1,1,0,0,0,0,1,0,1,0,0,1,"IUCCS, IUEventSociety, IUSS"
1,1,0,0,0,0,1,0,1,0,0,0,"IUCCS, IUEventSociety"
1,1,0,0,0,0,1,0,0,1,1,1,"IUCCS, IUEventSociety, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,1,0,0,1,1,0,"IUCCS, IUEventSociety, IUCSR, IUPS"
1,1,0,0,0,0,1,0,0,1,0,1,"IUCCS, IUEventSociety, IUCSR, IUSS"
1,1,0,0,0,0,1,0,0,1,0,0,"IUCCS, IUEventSociety, IUCSR"
1,1,0,0,0,0,1,0,0,0,1,1,"IUCCS, IUEventSociety, IUPS, IUSS"
1,1,0,0,0,0,1,0,0,0,1,0,"IUCCS, IUEventSociety, IUPS"
1,1,0,0,0,0,1,0,0,0,0,1,"IUCCS, IUEventSociety, IUSS"
1,1,0,0,0,0,1,0,0,0,0,0,"IUCCS, IUEventSociety"
1,1,0,0,0,0,0,1,1,1,1,1,"IUCCS, IUGRS, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,0,1,1,1,1,0,"IUCCS, IUGRS, IUCSR, IUPS"
1,1,0,0,0,0,0,1,1,1,0,1,"IUCCS, IUGRS, IUCSR, IUSS"
1,1,0,0,0,0,0,1,1,1,0,0,"IUCCS, IUGRS, IUCSR"
1,1,0,0,0,0,0,1,1,0,1,1,"IUCCS, IUGRS, IUPS, IUSS"
1,1,0,0,0,0,0,1,1,0,1,0,"IUCCS, IUGRS, IUPS"
1,1,0,0,0,0,0,1,1,0,0,1,"IUCCS, IUGRS, IUSS"
1,1,0,0,0,0,0,1,1,0,0,0,"IUCCS, IUGRS"
1,1,0,0,0,0,0,1,0,1,1,1,"IUCCS, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,0,1,0,1,1,0,"IUCCS, IUCSR, IUPS"
1,1,0,0,0,0,0,1,0,1,0,1,"IUCCS, IUCSR, IUSS"
1,1,0,0,0,0,0,1,0,1,0,0,"IUCCS, IUCSR"
1,1,0,0,0,0,0,1,0,0,1,1,"IUCCS, IUPS, IUSS"
1,1,0,0,0,0,0,1,0,0,1,0,"IUCCS, IUPS"
1,1,0,0,0,0,0,1,0,0,0,1,"IUCCS, IUSS"
1,1,0,0,0,0,0,1,0,0,0,0,IUCCS
1,1,0,0,0,0,0,0,1,1,1,1,"IUCCS, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,0,0,1,1,1,0,"IUCCS, IUCSR, IUPS"
1,1,0,0,0,0,0,0,1,1,0,1,"IUCCS, IUCSR, IUSS"
1,1,0,0,0,0,0,0,1,1,0,0,"IUCCS, IUCSR"
1,1,0,0,0,0,0,0,1,0,1,1,"IUCCS, IUPS, IUSS"
1,1,0,0,0,0,0,0,1,0,1,0,"IUCCS, IUPS"
1,1,0,0,0,0,0,0,1,0,0,1,"IUCCS, IUSS"
1,1,0,0,0,0,0,0,1,0,0,0,IUCCS
1,1,0,0,0,0,0,0,0,1,1,1,"IUCCS, IUCSR, IUPS, IUSS"
1,1,0,0,0,0,0,0,0,1,1,0,"IUCCS, IUCSR, IUPS"
1,1,0,0,0,0,0,0,0,1,0,1,"IUCCS, IUCSR, IUSS"
1,1,0,0,0,0,0,0,0,1,0,0,"IUCCS, IUCSR"
1,1,0,0,0,0,0,0,0,0,1,1,"IUCCS, IUPS, IUSS"
1,1,0,0,0,0,0,0,0,0,1,0,"IUCCS, IUPS"
1,1,0,0,0,0,0,0,0,0,0,1,"IUCCS, IUSS"
1,1,0,0,0,0,0,0,0,0,0,0,IUCCS
1,0,1,1,1,1,1,1,1,1,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,1,1,1,1,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS, IUCSR, IUPS"
1,0,1,1,1,1,1,1,1,1,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS, IUCSR, IUSS"
1,0,1,1,1,1,1,1,1,1,0,0,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS, IUCSR"
1,0,1,1,1,1,1,1,1,0,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS, IUPS, IUSS"
1,0,1,1,1,1,1,1,1,0,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS, IUPS"
1,0,1,1,1,1,1,1,1,0,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS, IUSS"
1,0,1,1,1,1,1,1,1,0,0,0,"IUCCS, IUDS, IUES, IUEventSociety, IUGRS"
1,0,1,1,1,1,1,1,0,1,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,1,1,0,1,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUPS"
1,0,1,1,1,1,1,1,0,1,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUSS"
1,0,1,1,1,1,1,1,0,1,0,0,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR"
1,0,1,1,1,1,1,1,0,0,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUPS, IUSS"
1,0,1,1,1,1,1,1,0,0,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUPS"
1,0,1,1,1,1,1,1,0,0,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUSS"
1,0,1,1,1,1,1,1,0,0,0,0,"IUCCS, IUDS, IUES, IUEventSociety"
1,0,1,1,1,1,1,0,1,1,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,1,0,1,1,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUPS"
1,0,1,1,1,1,1,0,1,1,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUSS"
1,0,1,1,1,1,1,0,1,1,0,0,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR"
1,0,1,1,1,1,1,0,1,0,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUPS, IUSS"
1,0,1,1,1,1,1,0,1,0,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUPS"
1,0,1,1,1,1,1,0,1,0,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUSS"
1,0,1,1,1,1,1,0,1,0,0,0,"IUCCS, IUDS, IUES, IUEventSociety"
1,0,1,1,1,1,1,0,0,1,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,1,0,0,1,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUPS"
1,0,1,1,1,1,1,0,0,1,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR, IUSS"
1,0,1,1,1,1,1,0,0,1,0,0,"IUCCS, IUDS, IUES, IUEventSociety, IUCSR"
1,0,1,1,1,1,1,0,0,0,1,1,"IUCCS, IUDS, IUES, IUEventSociety, IUPS, IUSS"
1,0,1,1,1,1,1,0,0,0,1,0,"IUCCS, IUDS, IUES, IUEventSociety, IUPS"
1,0,1,1,1,1,1,0,0,0,0,1,"IUCCS, IUDS, IUES, IUEventSociety, IUSS"
1,0,1,1,1,1,1,0,0,0,0,0,"IUCCS, IUDS, IUES, IUEventSociety"
1,0,1,1,1,1,0,1,1,1,1,1,"IUCCS, IUDS, IUES, IUGRS, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,0,1,1,1,1,0,"IUCCS, IUDS, IUES, IUGRS, IUCSR, IUPS"
1,0,1,1,1,1,0,1,1,1,0,1,"IUCCS, IUDS, IUES, IUGRS, IUCSR, IUSS"
1,0,1,1,1,1,0,1,1,1,0,0,"IUCCS, IUDS, IUES, IUGRS, IUCSR"
1,0,1,1,1,1,0,1,1,0,1,1,"IUCCS, IUDS, IUES, IUGRS, IUPS, IUSS"
1,0,1,1,1,1,0,1,1,0,1,0,"IUCCS, IUDS, IUES, IUGRS, IUPS"
1,0,1,1,1,1,0,1,1,0,0,1,"IUCCS, IUDS, IUES, IUGRS, IUSS"
1,0,1,1,1,1,0,1,1,0,0,0,"IUCCS, IUDS, IUES, IUGRS"
1,0,1,1,1,1,0,1,0,1,1,1,"IUCCS, IUDS, IUES, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,0,1,0,1,1,0,"IUCCS, IUDS, IUES, IUCSR, IUPS"
1,0,1,1,1,1,0,1,0,1,0,1,"IUCCS, IUDS, IUES, IUCSR, IUSS"
1,0,1,1,1,1,0,1,0,1,0,0,"IUCCS, IUDS, IUES, IUCSR"
1,0,1,1,1,1,0,1,0,0,1,1,"IUCCS, IUDS, IUES, IUPS, IUSS"
1,0,1,1,1,1,0,1,0,0,1,0,"IUCCS, IUDS, IUES, IUPS"
1,0,1,1,1,1,0,1,0,0,0,1,"IUCCS, IUDS, IUES, IUSS"
1,0,1,1,1,1,0,1,0,0,0,0,"IUCCS, IUDS, IUES"
1,0,1,1,1,1,0,0,1,1,1,1,"IUCCS, IUDS, IUES, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,0,0,1,1,1,0,"IUCCS, IUDS, IUES, IUCSR, IUPS"
1,0,1,1,1,1,0,0,1,1,0,1,"IUCCS, IUDS, IUES, IUCSR, IUSS"
1,0,1,1,1,1,0,0,1,1,0,0,"IUCCS, IUDS, IUES, IUCSR"
1,0,1,1,1,1,0,0,1,0,1,1,"IUCCS, IUDS, IUES, IUPS, IUSS"
1,0,1,1,1,1,0,0,1,0,1,0,"IUCCS, IUDS, IUES, IUPS"
1,0,1,1,1,1,0,0,1,0,0,1,"IUCCS, IUDS, IUES, IUSS"
1,0,1,1,1,1,0,0,1,0,0,0,"IUCCS, IUDS, IUES"
1,0,1,1,1,1,0,0,0,1,1,1,"IUCCS, IUDS, IUES, IUCSR, IUPS, IUSS"
1,0,1,1,1,1,0,0,0,1,1,0,"IUCCS, IUDS, IUES, IUCSR, IUPS"
1,0,1,1,1,1,0,0,0,1,0,1,"IUCCS, IUDS, IUES, IUCSR, IUSS"
1,0,1,1,1,1,0,0,0,1,0,0,"IUCCS, IUDS, IUES, IUCSR"
1,0,1,1,1,1,0,0,0,0,1,1,"IUCCS, IUDS, IUES, IUPS, IUSS"
1,0,1,1,1,1,0,0,0,0,1,0,"IUCCS, IUDS, IUES, IUPS"
1,0,1,1,1,1,0,0,0,0,0,1,"IUCCS, IUDS, IUES, IUSS"
1,0,1,1,1,1,0,0,0,0,0,0,"IUCCS, IUDS, IUES"
1,0,1,1,1,0,1,1,1,1,1,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,1,1,1,1,1,0,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR, IUPS"
1,0,1,1,1,0,1,1,1,1,0,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR, IUSS"
1,0,1,1,1,0,1,1,1,1,0,0,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR"
1,0,1,1,1,0,1,1,1,0,1,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUPS, IUSS"
1,0,1,1,1,0,1,1,1,0,1,0,"IUCCS, IUDS, IUEventSociety, IUGRS, IUPS"
1,0,1,1,1,0,1,1,1,0,0,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUSS"
1,0,1,1,1,0,1,1,1,0,0,0,"IUCCS, IUDS, IUEventSociety, IUGRS"
1,0,1,1,1,0,1,1,0,1,1,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,1,1,0,1,1,0,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS"
1,0,1,1,1,0,1,1,0,1,0,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUSS"
1,0,1,1,1,0,1,1,0,1,0,0,"IUCCS, IUDS, IUEventSociety, IUCSR"
1,0,1,1,1,0,1,1,0,0,1,1,"IUCCS, IUDS, IUEventSociety, IUPS, IUSS"
1,0,1,1,1,0,1,1,0,0,1,0,"IUCCS, IUDS, IUEventSociety, IUPS"
1,0,1,1,1,0,1,1,0,0,0,1,"IUCCS, IUDS, IUEventSociety, IUSS"
1,0,1,1,1,0,1,1,0,0,0,0,"IUCCS, IUDS, IUEventSociety"
1,0,1,1,1,0,1,0,1,1,1,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,1,0,1,1,1,0,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS"
1,0,1,1,1,0,1,0,1,1,0,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUSS"
1,0,1,1,1,0,1,0,1,1,0,0,"IUCCS, IUDS, IUEventSociety, IUCSR"
1,0,1,1,1,0,1,0,1,0,1,1,"IUCCS, IUDS, IUEventSociety, IUPS, IUSS"
1,0,1,1,1,0,1,0,1,0,1,0,"IUCCS, IUDS, IUEventSociety, IUPS"
1,0,1,1,1,0,1,0,1,0,0,1,"IUCCS, IUDS, IUEventSociety, IUSS"
1,0,1,1,1,0,1,0,1,0,0,0,"IUCCS, IUDS, IUEventSociety"
1,0,1,1,1,0,1,0,0,1,1,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,1,0,0,1,1,0,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS"
1,0,1,1,1,0,1,0,0,1,0,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUSS"
1,0,1,1,1,0,1,0,0,1,0,0,"IUCCS, IUDS, IUEventSociety, IUCSR"
1,0,1,1,1,0,1,0,0,0,1,1,"IUCCS, IUDS, IUEventSociety, IUPS, IUSS"
1,0,1,1,1,0,1,0,0,0,1,0,"IUCCS, IUDS, IUEventSociety, IUPS"
1,0,1,1,1,0,1,0,0,0,0,1,"IUCCS, IUDS, IUEventSociety, IUSS"
1,0,1,1,1,0,1,0,0,0,0,0,"IUCCS, IUDS, IUEventSociety"
1,0,1,1,1,0,0,1,1,1,1,1,"IUCCS, IUDS, IUGRS, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,0,1,1,1,1,0,"IUCCS, IUDS, IUGRS, IUCSR, IUPS"
1,0,1,1,1,0,0,1,1,1,0,1,"IUCCS, IUDS, IUGRS, IUCSR, IUSS"
1,0,1,1,1,0,0,1,1,1,0,0,"IUCCS, IUDS, IUGRS, IUCSR"
1,0,1,1,1,0,0,1,1,0,1,1,"IUCCS, IUDS, IUGRS, IUPS, IUSS"
1,0,1,1,1,0,0,1,1,0,1,0,"IUCCS, IUDS, IUGRS, IUPS"
1,0,1,1,1,0,0,1,1,0,0,1,"IUCCS, IUDS, IUGRS, IUSS"
1,0,1,1,1,0,0,1,1,0,0,0,"IUCCS, IUDS, IUGRS"
1,0,1,1,1,0,0,1,0,1,1,1,"IUCCS, IUDS, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,0,1,0,1,1,0,"IUCCS, IUDS, IUCSR, IUPS"
1,0,1,1,1,0,0,1,0,1,0,1,"IUCCS, IUDS, IUCSR, IUSS"
1,0,1,1,1,0,0,1,0,1,0,0,"IUCCS, IUDS, IUCSR"
1,0,1,1,1,0,0,1,0,0,1,1,"IUCCS, IUDS, IUPS, IUSS"
1,0,1,1,1,0,0,1,0,0,1,0,"IUCCS, IUDS, IUPS"
1,0,1,1,1,0,0,1,0,0,0,1,"IUCCS, IUDS, IUSS"
1,0,1,1,1,0,0,1,0,0,0,0,"IUCCS, IUDS"
1,0,1,1,1,0,0,0,1,1,1,1,"IUCCS, IUDS, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,0,0,1,1,1,0,"IUCCS, IUDS, IUCSR, IUPS"
1,0,1,1,1,0,0,0,1,1,0,1,"IUCCS, IUDS, IUCSR, IUSS"
1,0,1,1,1,0,0,0,1,1,0,0,"IUCCS, IUDS, IUCSR"
1,0,1,1,1,0,0,0,1,0,1,1,"IUCCS, IUDS, IUPS, IUSS"
1,0,1,1,1,0,0,0,1,0,1,0,"IUCCS, IUDS, IUPS"
1,0,1,1,1,0,0,0,1,0,0,1,"IUCCS, IUDS, IUSS"
1,0,1,1,1,0,0,0,1,0,0,0,"IUCCS, IUDS"
1,0,1,1,1,0,0,0,0,1,1,1,"IUCCS, IUDS, IUCSR, IUPS, IUSS"
1,0,1,1,1,0,0,0,0,1,1,0,"IUCCS, IUDS, IUCSR, IUPS"
1,0,1,1,1,0,0,0,0,1,0,1,"IUCCS, IUDS, IUCSR, IUSS"
1,0,1,1,1,0,0,0,0,1,0,0,"IUCCS, IUDS, IUCSR"
1,0,1,1,1,0,0,0,0,0,1,1,"IUCCS, IUDS, IUPS, IUSS"
1,0,1,1,1,0,0,0,0,0,1,0,"IUCCS, IUDS, IUPS"
1,0,1,1,1,0,0,0,0,0,0,1,"IUCCS, IUDS, IUSS"
1,0,1,1,1,0,0,0,0,0,0,0,"IUCCS, IUDS"
1,0,1,1,0,1,1,1,1,1,1,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,1,1,1,1,1,0,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR, IUPS"
1,0,1,1,0,1,1,1,1,1,0,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR, IUSS"
1,0,1,1,0,1,1,1,1,1,0,0,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR"
1,0,1,1,0,1,1,1,1,0,1,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUPS, IUSS"
1,0,1,1,0,1,1,1,1,0,1,0,"IUCCS, IUDS, IUEventSociety, IUGRS, IUPS"
1,0,1,1,0,1,1,1,1,0,0,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUSS"
1,0,1,1,0,1,1,1,1,0,0,0,"IUCCS, IUDS, IUEventSociety, IUGRS"
1,0,1,1,0,1,1,1,0,1,1,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,1,1,0,1,1,0,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS"
1,0,1,1,0,1,1,1,0,1,0,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUSS"
1,0,1,1,0,1,1,1,0,1,0,0,"IUCCS, IUDS, IUEventSociety, IUCSR"
1,0,1,1,0,1,1,1,0,0,1,1,"IUCCS, IUDS, IUEventSociety, IUPS, IUSS"
1,0,1,1,0,1,1,1,0,0,1,0,"IUCCS, IUDS, IUEventSociety, IUPS"
1,0,1,1,0,1,1,1,0,0,0,1,"IUCCS, IUDS, IUEventSociety, IUSS"
1,0,1,1,0,1,1,1,0,0,0,0,"IUCCS, IUDS, IUEventSociety"
1,0,1,1,0,1,1,0,1,1,1,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,1,0,1,1,1,0,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS"
1,0,1,1,0,1,1,0,1,1,0,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUSS"
1,0,1,1,0,1,1,0,1,1,0,0,"IUCCS, IUDS, IUEventSociety, IUCSR"
1,0,1,1,0,1,1,0,1,0,1,1,"IUCCS, IUDS, IUEventSociety, IUPS, IUSS"
1,0,1,1,0,1,1,0,1,0,1,0,"IUCCS, IUDS, IUEventSociety, IUPS"
1,0,1,1,0,1,1,0,1,0,0,1,"IUCCS, IUDS, IUEventSociety, IUSS"
1,0,1,1,0,1,1,0,1,0,0,0,"IUCCS, IUDS, IUEventSociety"
1,0,1,1,0,1,1,0,0,1,1,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,1,0,0,1,1,0,"IUCCS, IUDS, IUEventSociety, IUCSR, IUPS"
1,0,1,1,0,1,1,0,0,1,0,1,"IUCCS, IUDS, IUEventSociety, IUCSR, IUSS"
1,0,1,1,0,1,1,0,0,1,0,0,"IUCCS, IUDS, IUEventSociety, IUCSR"
1,0,1,1,0,1,1,0,0,0,1,1,"IUCCS, IUDS, IUEventSociety, IUPS, IUSS"
1,0,1,1,0,1,1,0,0,0,1,0,"IUCCS, IUDS, IUEventSociety, IUPS"
1,0,1,1,0,1,1,0,0,0,0,1,"IUCCS, IUDS, IUEventSociety, IUSS"
1,0,1,1,0,1,1,0,0,0,0,0,"IUCCS, IUDS, IUEventSociety"
1,0,1,1,0,1,0,1,1,1,1,1,"IUCCS, IUDS, IUGRS, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,0,1,1,1,1,0,"IUCCS, IUDS, IUGRS, IUCSR, IUPS"
1,0,1,1,0,1,0,1,1,1,0,1,"IUCCS, IUDS, IUGRS, IUCSR, IUSS"
1,0,1,1,0,1,0,1,1,1,0,0,"IUCCS, IUDS, IUGRS, IUCSR"
1,0,1,1,0,1,0,1,1,0,1,1,"IUCCS, IUDS, IUGRS, IUPS, IUSS"
1,0,1,1,0,1,0,1,1,0,1,0,"IUCCS, IUDS, IUGRS, IUPS"
1,0,1,1,0,1,0,1,1,0,0,1,"IUCCS, IUDS, IUGRS, IUSS"
1,0,1,1,0,1,0,1,1,0,0,0,"IUCCS, IUDS, IUGRS"
1,0,1,1,0,1,0,1,0,1,1,1,"IUCCS, IUDS, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,0,1,0,1,1,0,"IUCCS, IUDS, IUCSR, IUPS"
1,0,1,1,0,1,0,1,0,1,0,1,"IUCCS, IUDS, IUCSR, IUSS"
1,0,1,1,0,1,0,1,0,1,0,0,"IUCCS, IUDS, IUCSR"
1,0,1,1,0,1,0,1,0,0,1,1,"IUCCS, IUDS, IUPS, IUSS"
1,0,1,1,0,1,0,1,0,0,1,0,"IUCCS, IUDS, IUPS"
1,0,1,1,0,1,0,1,0,0,0,1,"IUCCS, IUDS, IUSS"
1,0,1,1,0,1,0,1,0,0,0,0,"IUCCS, IUDS"
1,0,1,1,0,1,0,0,1,1,1,1,"IUCCS, IUDS, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,0,0,1,1,1,0,"IUCCS, IUDS, IUCSR, IUPS"
1,0,1,1,0,1,0,0,1,1,0,1,"IUCCS, IUDS, IUCSR, IUSS"
1,0,1,1,0,1,0,0,1,1,0,0,"IUCCS, IUDS, IUCSR"
1,0,1,1,0,1,0,0,1,0,1,1,"IUCCS, IUDS, IUPS, IUSS"
1,0,1,1,0,1,0,0,1,0,1,0,"IUCCS, IUDS, IUPS"
1,0,1,1,0,1,0,0,1,0,0,1,"IUCCS, IUDS, IUSS"
1,0,1,1,0,1,0,0,1,0,0,0,"IUCCS, IUDS"
1,0,1,1,0,1,0,0,0,1,1,1,"IUCCS, IUDS, IUCSR, IUPS, IUSS"
1,0,1,1,0,1,0,0,0,1,1,0,"IUCCS, IUDS, IUCSR, IUPS"
1,0,1,1,0,1,0,0,0,1,0,1,"IUCCS, IUDS, IUCSR, IUSS"
1,0,1,1,0,1,0,0,0,1,0,0,"IUCCS, IUDS, IUCSR"
1,0,1,1,0,1,0,0,0,0,1,1,"IUCCS, IUDS, IUPS, IUSS"
1,0,1,1,0,1,0,0,0,0,1,0,"IUCCS, IUDS, IUPS"
1,0,1,1,0,1,0,0,0,0,0,1,"IUCCS, IUDS, IUSS"
1,0,1,1,0,1,0,0,0,0,0,0,"IUCCS, IUDS"
1,0,1,1,0,0,1,1,1,1,1,1,"IUCCS, IUDS, IUEventSociety, IUGRS, IUCSR, IUPS, IUSS"
